2021-07-22 15:35:39 startup archives install
2021-07-22 15:36:37 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:37 startup archives unpack
2021-07-22 15:36:37 upgrade libudev1:amd64 229-4ubuntu4 229-4ubuntu21.31
2021-07-22 15:36:37 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:37 status half-configured libudev1:amd64 229-4ubuntu4
2021-07-22 15:36:37 status unpacked libudev1:amd64 229-4ubuntu4
2021-07-22 15:36:37 status half-installed libudev1:amd64 229-4ubuntu4
2021-07-22 15:36:37 status half-installed libudev1:amd64 229-4ubuntu4
2021-07-22 15:36:37 status unpacked libudev1:amd64 229-4ubuntu21.31
2021-07-22 15:36:37 status unpacked libudev1:amd64 229-4ubuntu21.31
2021-07-22 15:36:37 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:37 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:37 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:37 startup packages configure
2021-07-22 15:36:37 configure libudev1:amd64 229-4ubuntu21.31 <none>
2021-07-22 15:36:37 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:37 status unpacked libudev1:amd64 229-4ubuntu21.31
2021-07-22 15:36:37 status half-configured libudev1:amd64 229-4ubuntu21.31
2021-07-22 15:36:37 status installed libudev1:amd64 229-4ubuntu21.31
2021-07-22 15:36:37 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:37 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:37 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:37 startup archives unpack
2021-07-22 15:36:38 upgrade multiarch-support:amd64 2.23-0ubuntu3 2.23-0ubuntu11.3
2021-07-22 15:36:38 status half-configured multiarch-support:amd64 2.23-0ubuntu3
2021-07-22 15:36:38 status unpacked multiarch-support:amd64 2.23-0ubuntu3
2021-07-22 15:36:38 status half-installed multiarch-support:amd64 2.23-0ubuntu3
2021-07-22 15:36:38 status half-installed multiarch-support:amd64 2.23-0ubuntu3
2021-07-22 15:36:38 status unpacked multiarch-support:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status unpacked multiarch-support:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 startup packages configure
2021-07-22 15:36:38 configure multiarch-support:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:38 status unpacked multiarch-support:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status half-configured multiarch-support:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status installed multiarch-support:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 startup archives unpack
2021-07-22 15:36:38 upgrade sensible-utils:all 0.0.9 0.0.9ubuntu0.16.04.1
2021-07-22 15:36:38 status half-configured sensible-utils:all 0.0.9
2021-07-22 15:36:38 status unpacked sensible-utils:all 0.0.9
2021-07-22 15:36:38 status half-installed sensible-utils:all 0.0.9
2021-07-22 15:36:38 status half-installed sensible-utils:all 0.0.9
2021-07-22 15:36:38 status unpacked sensible-utils:all 0.0.9ubuntu0.16.04.1
2021-07-22 15:36:38 status unpacked sensible-utils:all 0.0.9ubuntu0.16.04.1
2021-07-22 15:36:38 startup packages configure
2021-07-22 15:36:38 configure sensible-utils:all 0.0.9ubuntu0.16.04.1 <none>
2021-07-22 15:36:38 status unpacked sensible-utils:all 0.0.9ubuntu0.16.04.1
2021-07-22 15:36:38 status half-configured sensible-utils:all 0.0.9ubuntu0.16.04.1
2021-07-22 15:36:38 status installed sensible-utils:all 0.0.9ubuntu0.16.04.1
2021-07-22 15:36:38 startup archives unpack
2021-07-22 15:36:38 upgrade zlib1g:amd64 1:1.2.8.dfsg-2ubuntu4 1:1.2.8.dfsg-2ubuntu4.3
2021-07-22 15:36:38 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status half-configured zlib1g:amd64 1:1.2.8.dfsg-2ubuntu4
2021-07-22 15:36:38 status unpacked zlib1g:amd64 1:1.2.8.dfsg-2ubuntu4
2021-07-22 15:36:38 status half-installed zlib1g:amd64 1:1.2.8.dfsg-2ubuntu4
2021-07-22 15:36:38 status half-installed zlib1g:amd64 1:1.2.8.dfsg-2ubuntu4
2021-07-22 15:36:38 status unpacked zlib1g:amd64 1:1.2.8.dfsg-2ubuntu4.3
2021-07-22 15:36:38 status unpacked zlib1g:amd64 1:1.2.8.dfsg-2ubuntu4.3
2021-07-22 15:36:38 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:38 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 startup packages configure
2021-07-22 15:36:38 configure zlib1g:amd64 1:1.2.8.dfsg-2ubuntu4.3 <none>
2021-07-22 15:36:38 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status unpacked zlib1g:amd64 1:1.2.8.dfsg-2ubuntu4.3
2021-07-22 15:36:38 status half-configured zlib1g:amd64 1:1.2.8.dfsg-2ubuntu4.3
2021-07-22 15:36:38 status installed zlib1g:amd64 1:1.2.8.dfsg-2ubuntu4.3
2021-07-22 15:36:38 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:38 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 startup archives unpack
2021-07-22 15:36:38 upgrade gcc-5-base:amd64 5.3.1-14ubuntu2 5.4.0-6ubuntu1~16.04.12
2021-07-22 15:36:38 status half-configured gcc-5-base:amd64 5.3.1-14ubuntu2
2021-07-22 15:36:38 status unpacked gcc-5-base:amd64 5.3.1-14ubuntu2
2021-07-22 15:36:38 status half-installed gcc-5-base:amd64 5.3.1-14ubuntu2
2021-07-22 15:36:38 status half-installed gcc-5-base:amd64 5.3.1-14ubuntu2
2021-07-22 15:36:38 status unpacked gcc-5-base:amd64 5.4.0-6ubuntu1~16.04.12
2021-07-22 15:36:38 status unpacked gcc-5-base:amd64 5.4.0-6ubuntu1~16.04.12
2021-07-22 15:36:38 startup packages configure
2021-07-22 15:36:38 configure gcc-5-base:amd64 5.4.0-6ubuntu1~16.04.12 <none>
2021-07-22 15:36:38 status unpacked gcc-5-base:amd64 5.4.0-6ubuntu1~16.04.12
2021-07-22 15:36:38 status half-configured gcc-5-base:amd64 5.4.0-6ubuntu1~16.04.12
2021-07-22 15:36:38 status installed gcc-5-base:amd64 5.4.0-6ubuntu1~16.04.12
2021-07-22 15:36:38 startup archives unpack
2021-07-22 15:36:38 upgrade libstdc++6:amd64 5.3.1-14ubuntu2 5.4.0-6ubuntu1~16.04.12
2021-07-22 15:36:38 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status half-configured libstdc++6:amd64 5.3.1-14ubuntu2
2021-07-22 15:36:38 status unpacked libstdc++6:amd64 5.3.1-14ubuntu2
2021-07-22 15:36:38 status half-installed libstdc++6:amd64 5.3.1-14ubuntu2
2021-07-22 15:36:38 status half-installed libstdc++6:amd64 5.3.1-14ubuntu2
2021-07-22 15:36:38 status unpacked libstdc++6:amd64 5.4.0-6ubuntu1~16.04.12
2021-07-22 15:36:38 status unpacked libstdc++6:amd64 5.4.0-6ubuntu1~16.04.12
2021-07-22 15:36:38 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:38 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 startup packages configure
2021-07-22 15:36:38 configure libstdc++6:amd64 5.4.0-6ubuntu1~16.04.12 <none>
2021-07-22 15:36:38 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status unpacked libstdc++6:amd64 5.4.0-6ubuntu1~16.04.12
2021-07-22 15:36:38 status half-configured libstdc++6:amd64 5.4.0-6ubuntu1~16.04.12
2021-07-22 15:36:38 status installed libstdc++6:amd64 5.4.0-6ubuntu1~16.04.12
2021-07-22 15:36:38 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:38 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 startup archives unpack
2021-07-22 15:36:38 upgrade gpgv:amd64 1.4.20-1ubuntu3 1.4.20-1ubuntu3.3
2021-07-22 15:36:38 status half-configured gpgv:amd64 1.4.20-1ubuntu3
2021-07-22 15:36:38 status unpacked gpgv:amd64 1.4.20-1ubuntu3
2021-07-22 15:36:38 status half-installed gpgv:amd64 1.4.20-1ubuntu3
2021-07-22 15:36:38 status half-installed gpgv:amd64 1.4.20-1ubuntu3
2021-07-22 15:36:38 status unpacked gpgv:amd64 1.4.20-1ubuntu3.3
2021-07-22 15:36:38 status unpacked gpgv:amd64 1.4.20-1ubuntu3.3
2021-07-22 15:36:38 startup packages configure
2021-07-22 15:36:38 configure gpgv:amd64 1.4.20-1ubuntu3.3 <none>
2021-07-22 15:36:38 status unpacked gpgv:amd64 1.4.20-1ubuntu3.3
2021-07-22 15:36:38 status half-configured gpgv:amd64 1.4.20-1ubuntu3.3
2021-07-22 15:36:38 status installed gpgv:amd64 1.4.20-1ubuntu3.3
2021-07-22 15:36:38 startup archives unpack
2021-07-22 15:36:38 upgrade gnupg:amd64 1.4.20-1ubuntu3 1.4.20-1ubuntu3.3
2021-07-22 15:36:38 status half-configured gnupg:amd64 1.4.20-1ubuntu3
2021-07-22 15:36:38 status unpacked gnupg:amd64 1.4.20-1ubuntu3
2021-07-22 15:36:38 status half-installed gnupg:amd64 1.4.20-1ubuntu3
2021-07-22 15:36:38 status half-installed gnupg:amd64 1.4.20-1ubuntu3
2021-07-22 15:36:38 status unpacked gnupg:amd64 1.4.20-1ubuntu3.3
2021-07-22 15:36:38 status unpacked gnupg:amd64 1.4.20-1ubuntu3.3
2021-07-22 15:36:38 startup packages configure
2021-07-22 15:36:38 configure gnupg:amd64 1.4.20-1ubuntu3.3 <none>
2021-07-22 15:36:38 status unpacked gnupg:amd64 1.4.20-1ubuntu3.3
2021-07-22 15:36:38 status half-configured gnupg:amd64 1.4.20-1ubuntu3.3
2021-07-22 15:36:38 status installed gnupg:amd64 1.4.20-1ubuntu3.3
2021-07-22 15:36:38 startup archives unpack
2021-07-22 15:36:38 upgrade libprocps4:amd64 2:3.3.10-4ubuntu2 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status half-configured libprocps4:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:36:38 status unpacked libprocps4:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:36:38 status half-installed libprocps4:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:36:38 status half-installed libprocps4:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:36:38 status unpacked libprocps4:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked libprocps4:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 upgrade makedev:all 2.3.1-93ubuntu1 2.3.1-93ubuntu2~ubuntu16.04.1
2021-07-22 15:36:38 status half-configured makedev:all 2.3.1-93ubuntu1
2021-07-22 15:36:38 status unpacked makedev:all 2.3.1-93ubuntu1
2021-07-22 15:36:38 status half-installed makedev:all 2.3.1-93ubuntu1
2021-07-22 15:36:38 status half-installed makedev:all 2.3.1-93ubuntu1
2021-07-22 15:36:38 status unpacked makedev:all 2.3.1-93ubuntu2~ubuntu16.04.1
2021-07-22 15:36:38 status unpacked makedev:all 2.3.1-93ubuntu2~ubuntu16.04.1
2021-07-22 15:36:38 upgrade procps:amd64 2:3.3.10-4ubuntu2 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status half-configured procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:36:38 status half-installed procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:36:38 status triggers-pending systemd:amd64 229-4ubuntu21.31
2021-07-22 15:36:38 status half-installed procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:38 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 trigproc systemd:amd64 229-4ubuntu21.31 <none>
2021-07-22 15:36:38 status half-configured systemd:amd64 229-4ubuntu21.31
2021-07-22 15:36:38 status installed systemd:amd64 229-4ubuntu21.31
2021-07-22 15:36:38 startup packages configure
2021-07-22 15:36:38 configure libprocps4:amd64 2:3.3.10-4ubuntu2.5 <none>
2021-07-22 15:36:38 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:38 status unpacked libprocps4:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status half-configured libprocps4:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status installed libprocps4:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 configure makedev:all 2.3.1-93ubuntu2~ubuntu16.04.1 <none>
2021-07-22 15:36:38 status unpacked makedev:all 2.3.1-93ubuntu2~ubuntu16.04.1
2021-07-22 15:36:38 status half-configured makedev:all 2.3.1-93ubuntu2~ubuntu16.04.1
2021-07-22 15:36:38 status installed makedev:all 2.3.1-93ubuntu2~ubuntu16.04.1
2021-07-22 15:36:38 configure procps:amd64 2:3.3.10-4ubuntu2.5 <none>
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status unpacked procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:38 status half-configured procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:39 status installed procps:amd64 2:3.3.10-4ubuntu2.5
2021-07-22 15:36:39 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:39 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:39 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:39 startup packages configure
2021-07-22 15:36:39 startup archives unpack
2021-07-22 15:36:39 install libzstd1:amd64 <none> 1.3.1+dfsg-1~ubuntu0.16.04.1
2021-07-22 15:36:39 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:39 status half-installed libzstd1:amd64 1.3.1+dfsg-1~ubuntu0.16.04.1
2021-07-22 15:36:39 status unpacked libzstd1:amd64 1.3.1+dfsg-1~ubuntu0.16.04.1
2021-07-22 15:36:39 status unpacked libzstd1:amd64 1.3.1+dfsg-1~ubuntu0.16.04.1
2021-07-22 15:36:39 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:39 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:39 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:39 startup packages configure
2021-07-22 15:36:39 configure libzstd1:amd64 1.3.1+dfsg-1~ubuntu0.16.04.1 <none>
2021-07-22 15:36:39 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:39 status unpacked libzstd1:amd64 1.3.1+dfsg-1~ubuntu0.16.04.1
2021-07-22 15:36:39 status half-configured libzstd1:amd64 1.3.1+dfsg-1~ubuntu0.16.04.1
2021-07-22 15:36:39 status installed libzstd1:amd64 1.3.1+dfsg-1~ubuntu0.16.04.1
2021-07-22 15:36:39 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:39 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:39 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:39 startup archives unpack
2021-07-22 15:36:39 upgrade dpkg:amd64 1.18.4ubuntu1 1.18.4ubuntu1.7
2021-07-22 15:36:39 status half-configured dpkg:amd64 1.18.4ubuntu1
2021-07-22 15:36:39 status unpacked dpkg:amd64 1.18.4ubuntu1
2021-07-22 15:36:39 status half-installed dpkg:amd64 1.18.4ubuntu1
2021-07-22 15:36:39 status half-installed dpkg:amd64 1.18.4ubuntu1
2021-07-22 15:36:39 status unpacked dpkg:amd64 1.18.4ubuntu1.7
2021-07-22 15:36:39 status unpacked dpkg:amd64 1.18.4ubuntu1.7
2021-07-22 15:36:39 startup packages configure
2021-07-22 15:36:39 configure dpkg:amd64 1.18.4ubuntu1.7 <none>
2021-07-22 15:36:39 status unpacked dpkg:amd64 1.18.4ubuntu1.7
2021-07-22 15:36:39 status unpacked dpkg:amd64 1.18.4ubuntu1.7
2021-07-22 15:36:39 status unpacked dpkg:amd64 1.18.4ubuntu1.7
2021-07-22 15:36:39 status unpacked dpkg:amd64 1.18.4ubuntu1.7
2021-07-22 15:36:39 status unpacked dpkg:amd64 1.18.4ubuntu1.7
2021-07-22 15:36:39 status half-configured dpkg:amd64 1.18.4ubuntu1.7
2021-07-22 15:36:39 status installed dpkg:amd64 1.18.4ubuntu1.7
2021-07-22 15:36:39 startup archives unpack
2021-07-22 15:36:39 upgrade libapt-pkg5.0:amd64 1.2.10ubuntu1 1.2.35
2021-07-22 15:36:39 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:40 status half-configured libapt-pkg5.0:amd64 1.2.10ubuntu1
2021-07-22 15:36:40 status unpacked libapt-pkg5.0:amd64 1.2.10ubuntu1
2021-07-22 15:36:40 status half-installed libapt-pkg5.0:amd64 1.2.10ubuntu1
2021-07-22 15:36:40 status half-installed libapt-pkg5.0:amd64 1.2.10ubuntu1
2021-07-22 15:36:40 status unpacked libapt-pkg5.0:amd64 1.2.35
2021-07-22 15:36:40 status unpacked libapt-pkg5.0:amd64 1.2.35
2021-07-22 15:36:40 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:40 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:40 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:40 startup packages configure
2021-07-22 15:36:40 configure libapt-pkg5.0:amd64 1.2.35 <none>
2021-07-22 15:36:40 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:40 status unpacked libapt-pkg5.0:amd64 1.2.35
2021-07-22 15:36:40 status half-configured libapt-pkg5.0:amd64 1.2.35
2021-07-22 15:36:40 status installed libapt-pkg5.0:amd64 1.2.35
2021-07-22 15:36:40 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:40 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:40 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:40 startup archives unpack
2021-07-22 15:36:40 upgrade apt:amd64 1.2.10ubuntu1 1.2.35
2021-07-22 15:36:40 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:40 status half-configured apt:amd64 1.2.10ubuntu1
2021-07-22 15:36:40 status unpacked apt:amd64 1.2.10ubuntu1
2021-07-22 15:36:40 status half-installed apt:amd64 1.2.10ubuntu1
2021-07-22 15:36:40 status half-installed apt:amd64 1.2.10ubuntu1
2021-07-22 15:36:40 status unpacked apt:amd64 1.2.35
2021-07-22 15:36:40 status unpacked apt:amd64 1.2.35
2021-07-22 15:36:40 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:40 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:40 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:40 startup packages configure
2021-07-22 15:36:40 configure apt:amd64 1.2.35 <none>
2021-07-22 15:36:40 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:40 status unpacked apt:amd64 1.2.35
2021-07-22 15:36:40 status unpacked apt:amd64 1.2.35
2021-07-22 15:36:40 status unpacked apt:amd64 1.2.35
2021-07-22 15:36:40 status unpacked apt:amd64 1.2.35
2021-07-22 15:36:40 status unpacked apt:amd64 1.2.35
2021-07-22 15:36:40 status unpacked apt:amd64 1.2.35
2021-07-22 15:36:40 status half-configured apt:amd64 1.2.35
2021-07-22 15:36:41 status installed apt:amd64 1.2.35
2021-07-22 15:36:41 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-07-22 15:36:41 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:41 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-07-22 15:36:41 startup packages configure
2021-08-29 05:21:02 startup archives unpack
2021-08-29 05:21:02 install libestr0:amd64 <none> 0.1.10-1
2021-08-29 05:21:02 status half-installed libestr0:amd64 0.1.10-1
2021-08-29 05:21:02 status unpacked libestr0:amd64 0.1.10-1
2021-08-29 05:21:02 status unpacked libestr0:amd64 0.1.10-1
2021-08-29 05:21:02 install libmnl0:amd64 <none> 1.0.3-5
2021-08-29 05:21:02 status half-installed libmnl0:amd64 1.0.3-5
2021-08-29 05:21:02 status unpacked libmnl0:amd64 1.0.3-5
2021-08-29 05:21:02 status unpacked libmnl0:amd64 1.0.3-5
2021-08-29 05:21:02 install libnfnetlink0:amd64 <none> 1.0.1-3
2021-08-29 05:21:02 status half-installed libnfnetlink0:amd64 1.0.1-3
2021-08-29 05:21:02 status unpacked libnfnetlink0:amd64 1.0.1-3
2021-08-29 05:21:02 status unpacked libnfnetlink0:amd64 1.0.1-3
2021-08-29 05:21:02 install libgpm2:amd64 <none> 1.20.4-6.1
2021-08-29 05:21:02 status half-installed libgpm2:amd64 1.20.4-6.1
2021-08-29 05:21:02 status unpacked libgpm2:amd64 1.20.4-6.1
2021-08-29 05:21:02 status unpacked libgpm2:amd64 1.20.4-6.1
2021-08-29 05:21:02 install liblmdb0:amd64 <none> 0.9.17-3
2021-08-29 05:21:02 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-08-29 05:21:02 status half-installed liblmdb0:amd64 0.9.17-3
2021-08-29 05:21:02 status unpacked liblmdb0:amd64 0.9.17-3
2021-08-29 05:21:02 status unpacked liblmdb0:amd64 0.9.17-3
2021-08-29 05:21:02 install libwrap0:amd64 <none> 7.6.q-25
2021-08-29 05:21:02 status half-installed libwrap0:amd64 7.6.q-25
2021-08-29 05:21:02 status unpacked libwrap0:amd64 7.6.q-25
2021-08-29 05:21:02 status unpacked libwrap0:amd64 7.6.q-25
2021-08-29 05:21:02 install iproute2:amd64 <none> 4.3.0-1ubuntu3.16.04.5
2021-08-29 05:21:02 status half-installed iproute2:amd64 4.3.0-1ubuntu3.16.04.5
2021-08-29 05:21:02 status unpacked iproute2:amd64 4.3.0-1ubuntu3.16.04.5
2021-08-29 05:21:02 status unpacked iproute2:amd64 4.3.0-1ubuntu3.16.04.5
2021-08-29 05:21:02 install libgmp10:amd64 <none> 2:6.1.0+dfsg-2
2021-08-29 05:21:02 status half-installed libgmp10:amd64 2:6.1.0+dfsg-2
2021-08-29 05:21:02 status unpacked libgmp10:amd64 2:6.1.0+dfsg-2
2021-08-29 05:21:02 status unpacked libgmp10:amd64 2:6.1.0+dfsg-2
2021-08-29 05:21:02 install libnettle6:amd64 <none> 3.2-1ubuntu0.16.04.2
2021-08-29 05:21:02 status half-installed libnettle6:amd64 3.2-1ubuntu0.16.04.2
2021-08-29 05:21:02 status unpacked libnettle6:amd64 3.2-1ubuntu0.16.04.2
2021-08-29 05:21:02 status unpacked libnettle6:amd64 3.2-1ubuntu0.16.04.2
2021-08-29 05:21:02 install libhogweed4:amd64 <none> 3.2-1ubuntu0.16.04.2
2021-08-29 05:21:02 status half-installed libhogweed4:amd64 3.2-1ubuntu0.16.04.2
2021-08-29 05:21:02 status unpacked libhogweed4:amd64 3.2-1ubuntu0.16.04.2
2021-08-29 05:21:02 status unpacked libhogweed4:amd64 3.2-1ubuntu0.16.04.2
2021-08-29 05:21:03 install libidn11:amd64 <none> 1.32-3ubuntu1.2
2021-08-29 05:21:03 status half-installed libidn11:amd64 1.32-3ubuntu1.2
2021-08-29 05:21:03 status unpacked libidn11:amd64 1.32-3ubuntu1.2
2021-08-29 05:21:03 status unpacked libidn11:amd64 1.32-3ubuntu1.2
2021-08-29 05:21:03 install libffi6:amd64 <none> 3.2.1-4
2021-08-29 05:21:03 status half-installed libffi6:amd64 3.2.1-4
2021-08-29 05:21:03 status unpacked libffi6:amd64 3.2.1-4
2021-08-29 05:21:03 status unpacked libffi6:amd64 3.2.1-4
2021-08-29 05:21:03 install libp11-kit0:amd64 <none> 0.23.2-5~ubuntu16.04.2
2021-08-29 05:21:03 status half-installed libp11-kit0:amd64 0.23.2-5~ubuntu16.04.2
2021-08-29 05:21:03 status unpacked libp11-kit0:amd64 0.23.2-5~ubuntu16.04.2
2021-08-29 05:21:03 status unpacked libp11-kit0:amd64 0.23.2-5~ubuntu16.04.2
2021-08-29 05:21:03 install libtasn1-6:amd64 <none> 4.7-3ubuntu0.16.04.3
2021-08-29 05:21:03 status half-installed libtasn1-6:amd64 4.7-3ubuntu0.16.04.3
2021-08-29 05:21:03 status unpacked libtasn1-6:amd64 4.7-3ubuntu0.16.04.3
2021-08-29 05:21:03 status unpacked libtasn1-6:amd64 4.7-3ubuntu0.16.04.3
2021-08-29 05:21:03 install libgnutls30:amd64 <none> 3.4.10-4ubuntu1.8
2021-08-29 05:21:03 status half-installed libgnutls30:amd64 3.4.10-4ubuntu1.8
2021-08-29 05:21:03 status unpacked libgnutls30:amd64 3.4.10-4ubuntu1.8
2021-08-29 05:21:03 status unpacked libgnutls30:amd64 3.4.10-4ubuntu1.8
2021-08-29 05:21:03 install libgnutls-openssl27:amd64 <none> 3.4.10-4ubuntu1.8
2021-08-29 05:21:03 status half-installed libgnutls-openssl27:amd64 3.4.10-4ubuntu1.8
2021-08-29 05:21:03 status unpacked libgnutls-openssl27:amd64 3.4.10-4ubuntu1.8
2021-08-29 05:21:03 status unpacked libgnutls-openssl27:amd64 3.4.10-4ubuntu1.8
